Field=#~Integer~#~50|Field=Line #~String~Line #~69|Field=Name~String~Name~69|Field=Description~String~Description~89|Field=Value~String~Value~128|Field=Designator~String~Designator~91|Field=Quantity~Integer~Quantity~81|Field=Library Reference~String~Library Reference~67|Field=Manufacturer 1~String~Manufacturer 1~66|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~20|Field=Manufacturer Lifecycle 1~String~Manufacturer Lifecycle 1~21|Field=Supplier 1~String~Supplier 1~67|Field=Supplier Part Number 1~String~Supplier Part Number 1~154|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~138|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~132|Field=Supplier 2~String~Supplier 2~89|Field=Supplier Part Number 2~String~Supplier Part Number 2~155|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~139|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~133|Field=Supplier 3~String~Supplier 3~89|Field=Supplier Part Number 3~String~Supplier Part Number 3~155|Field=Supplier Unit Price 3~Float~Supplier Unit Price 3~139|Field=Supplier Subtotal 3~Float~Supplier Subtotal 3~133|Field=Manufacturer 4~String~Manufacturer 4~116|Field=Manufacturer Part Number 4~String~Manufacturer Part Number 4~183|Field=Manufacturer Lifecycle 4~String~Manufacturer Lifecycle 4~159|Field=Supplier 4~String~Supplier 4~89|Field=Supplier Part Number 4~String~Supplier Part Number 4~155|Field=Supplier Unit Price 4~Float~Supplier Unit Price 4~139|Field=Supplier Subtotal 4~Float~Supplier Subtotal 4~133|Field=Supplier 5~String~Supplier 5~89|Field=Supplier Part Number 5~String~Supplier Part Number 5~155|Field=Supplier Unit Price 5~Float~Supplier Unit Price 5~139|Field=Supplier Subtotal 5~Float~Supplier Subtotal 5~133|Field=Supplier 6~String~Supplier 6~89|Field=Supplier Part Number 6~String~Supplier Part Number 6~155|Field=Supplier Unit Price 6~Float~Supplier Unit Price 6~139|Field=Supplier Subtotal 6~Float~Supplier Subtotal 6~133|Field=Manufacturer 7~String~Manufacturer 7~116|Field=Manufacturer Part Number 7~String~Manufacturer Part Number 7~183|Field=Manufacturer Lifecycle 7~String~Manufacturer Lifecycle 7~159|Field=Supplier 7~String~Supplier 7~89|Field=Supplier Part Number 7~String~Supplier Part Number 7~155|Field=Supplier Unit Price 7~Float~Supplier Unit Price 7~139|Field=Supplier Subtotal 7~Float~Supplier Subtotal 7~133|Field=Supplier 8~String~Supplier 8~89|Field=Supplier Part Number 8~String~Supplier Part Number 8~155|Field=Supplier Unit Price 8~Float~Supplier Unit Price 8~139|Field=Supplier Subtotal 8~Float~Supplier Subtotal 8~133|Field=Supplier 9~String~Supplier 9~89|Field=Supplier Part Number 9~String~Supplier Part Number 9~155|Field=Supplier Unit Price 9~Float~Supplier Unit Price 9~139|Field=Supplier Subtotal 9~Float~Supplier Subtotal 9~133|ReportField=Currency~CAD|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~eps.PrjPCB|ReportField=ProjectFullPath~C:\Users\Jaden Reimer\Documents\GitHub\pcbs\bus\eps\eps.PrjPCB|ReportField=Title~Bill of Materials For BOM Document [eps.BomDoc]|ReportField=ReportTime~7:05:55 PM|ReportField=ReportDate~2019-09-17|ReportField=ReportDateTime~2019-09-17 7:05:55 PM|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=TotalQuantity~267|ReportField=TotalActualPrice~222.33|ReportField=TotalTargetPrice~0|ReportField=VersionControl_RevNumber~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~2019-09-17|ReportField=CurrentTime~6:59:43 PM|ReportField=Date~|ReportField=DocumentFullPathAndName~C:\Users\Jaden Reimer\Documents\GitHub\pcbs\pcbs-common\general-designs\schematics\adc-ADS7953.SchDoc|ReportField=DocumentName~adc-ADS7953.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~Dylan Vogel|ReportField=Engineer~|ReportField=ImagePath~|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~2019-08-19|ReportField=Organization~|ReportField=ProjectName~eps.PrjPCB|ReportField=Revision~1.1|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~33|ReportField=Time~|ReportField=Title~|ReportField=VersionControl_ProjFolderRevNumber~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~eps.BomDoc|ReportField=DataSourceFullPath~C:\Users\Jaden Reimer\Documents\GitHub\pcbs\bus\eps\eps.BomDoc|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|11|0402|0402 resistor|220K|R39|1|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJPA2F2203X%26seller%3DDigi-Key%26sku%3DP17238CT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJPA2F2203X%26seller%3DDigi-Key%26sku%3DP17238CT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJPA2F2203X{URL.TIP}Manufacturer|Manual Solution|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJPA2F2203X%26seller%3DDigi-Key%26sku%3DP17238CT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P17238CT-ND{URL.TIP}Supplier|0.30475|0.30475||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
12|12|0402|0402 resistor|180K|R34|1|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1803X%26seller%3DDigi-Key%26sku%3DP180KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1803X%26seller%3DDigi-Key%26sku%3DP180KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-2RKF1803X{URL.TIP}Manufacturer|Manual Solution|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1803X%26seller%3DDigi-Key%26sku%3DP180KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P180KLCT-ND{URL.TIP}Supplier|0.1325|0.1325||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
13||0402|0402 resistor|162K|R42|1|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1623X%26seller%3DDigi-Key%26sku%3DP162KLDKR-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1623X%26seller%3DDigi-Key%26sku%3DP162KLDKR-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-2RKF1623X{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1623X%26seller%3DDigi-Key%26sku%3DP162KLDKR-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P162KLDKR-ND{URL.TIP}Supplier|0.1325|0.1325|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1623X%26seller%3DDigi-Key%26sku%3DP162KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P162KLCT-ND{URL.TIP}Supplier|0.1325|0.1325|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1623X%26seller%3DDigi-Key%26sku%3DP162KLTR-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P162KLTR-ND{URL.TIP}Supplier|0.00617|61.74|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
14|14|0402|0402 capacitor|150nF|C7|1|CAP0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA2B1X7R1A154M050BC%26seller%3DDigi-Key%26sku%3D445-12236-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}TDK{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA2B1X7R1A154M050BC%26seller%3DDigi-Key%26sku%3D445-12236-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}CGA2B1X7R1A154M050BC{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA2B1X7R1A154M050BC%26seller%3DDigi-Key%26sku%3D445-12236-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-12236-1-ND{URL.TIP}Supplier|0.19875|0.19875|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTDK%26mpn%3DCGA2B1X7R1A154M050BC%26seller%3DDigi-Key%26sku%3D445-12236-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}445-12236-6-ND{URL.TIP}Supplier|0.19875|0.19875||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
15|15|0402|0402 resistor|105|R82|1|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1050X%26seller%3DDigi-Key%26sku%3DP105LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1050X%26seller%3DDigi-Key%26sku%3DP105LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-2RKF1050X{URL.TIP}Manufacturer|Manual Solution|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1050X%26seller%3DDigi-Key%26sku%3DP105LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P105LCT-ND{URL.TIP}Supplier|0.1325|0.1325||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
16|16|0402|0402 capacitor|100pF|C6|1|CAP0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0402C101J5RACAUTO%26seller%3DDigi-Key%26sku%3D399-17545-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}KEMET{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0402C101J5RACAUTO%26seller%3DDigi-Key%26sku%3D399-17545-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}C0402C101J5RACAUTO{URL.TIP}Manufacturer|Unknown|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0402C101J5RACAUTO%26seller%3DDigi-Key%26sku%3D399-17545-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-17545-1-ND{URL.TIP}Supplier|0.14575|0.14575|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0402C101J5RACAUTO%26seller%3DDigi-Key%26sku%3D399-17545-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-17545-6-ND{URL.TIP}Supplier|0.14575|0.14575|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DKEMET%26mpn%3DC0402C101J5RACAUTO%26seller%3DDigi-Key%26sku%3D399-17545-2-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}399-17545-2-ND{URL.TIP}Supplier|0.0184|184.04|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
17|17|0603|0603 capacitor|100pF|C57|1|CAP0603|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1885C1H101JA16D%26seller%3DDigi-Key%26sku%3D490-4767-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1885C1H101JA16D%26seller%3DDigi-Key%26sku%3D490-4767-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GCM1885C1H101JA16D{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1885C1H101JA16D%26seller%3DDigi-Key%26sku%3D490-4767-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-4767-6-ND{URL.TIP}Supplier|0.212|0.212|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1885C1H101JA16D%26seller%3DDigi-Key%26sku%3D490-4767-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-4767-1-ND{URL.TIP}Supplier|0.30475|0.30475||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
18|19|0402|0402 capacitor|100nF|C1, C19, C22, C60|4|CAP0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK105B7104KVHF%26seller%3DDigi-Key%26sku%3D587-3807-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Taiyo%20Yuden{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK105B7104KVHF%26seller%3DDigi-Key%26sku%3D587-3807-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}EMK105B7104KVHF{URL.TIP}Manufacturer|Volume Production|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK105B7104KVHF%26seller%3DDigi-Key%26sku%3D587-3807-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-3807-6-ND{URL.TIP}Supplier|0.1325|0.52999|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK105B7104KVHF%26seller%3DDigi-Key%26sku%3D587-3807-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-3807-1-ND{URL.TIP}Supplier|0.1325|0.52999|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTaiyo%2520Yuden%26mpn%3DEMK105B7104KVHF%26seller%3DDigi-Key%26sku%3D587-3807-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}587-3807-1-ND{URL.TIP}Supplier|0.1325|0.52999|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
19|20|0402|0402 resistor|100|R9, R10, R50, R51, R52, R75, R76, R77, R78, R79|10|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1000X%26seller%3DDigi-Key%26sku%3DP100LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1000X%26seller%3DDigi-Key%26sku%3DP100LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-2RKF1000X{URL.TIP}Manufacturer|Manual Solution|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF1000X%26seller%3DDigi-Key%26sku%3DP100LCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P100LCT-ND{URL.TIP}Supplier|0.05962|0.59624||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
20||0402|0402 capacitor|82pF|C24|1|CAP0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1555C1H820FA16D%26seller%3DDigi-Key%26sku%3D490-16436-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Murata{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1555C1H820FA16D%26seller%3DDigi-Key%26sku%3D490-16436-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}GCM1555C1H820FA16D{URL.TIP}Manufacturer|Unknown|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1555C1H820FA16D%26seller%3DDigi-Key%26sku%3D490-16436-6-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-16436-6-ND{URL.TIP}Supplier|0.17225|0.17225|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DMurata%26mpn%3DGCM1555C1H820FA16D%26seller%3DDigi-Key%26sku%3D490-16436-1-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}490-16436-1-ND{URL.TIP}Supplier|0.17225|0.17225||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
21|22|0402|0402 resistor|69.8K|R43|1|RES0402|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF6982X%26seller%3DDigi-Key%26sku%3DP69.8KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26{URL.TEXT}Panasonic{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF6982X%26seller%3DDigi-Key%26sku%3DP69.8KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}ERJ-2RKF6982X{URL.TIP}Manufacturer|Manual Solution|Digi-Key|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DPanasonic%26mpn%3DERJ-2RKF6982X%26seller%3DDigi-Key%26sku%3DP69.8KLCT-ND%26country%3DCA%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}P69.8KLCT-ND{URL.TIP}Supplier|0.1325|0.1325||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||||{URL}{URL.TEXT}{URL.TIP}Supplier||
